[10:03:08] [ info] [             main] hello MA start
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.64, gain 0.00011, curr_depth 2, samples 5 ->(4,1)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 0, val 2.00, gain 0.00011, curr_depth 3, samples 4 ->(3,1)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.63, gain 0.00006, curr_depth 4, samples 3 ->(1,2)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.18, gain 0.00004, curr_depth 5, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (3) or min_samples (1)-> leaf
[10:03:10] [debug] [            train] [1mTree 27[0m: receives pb 0.10 and will train on 66 instances
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 7, val 0.26, gain 0.00204, curr_depth 0, samples 66 ->(51,15)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 4, val 0.53, gain 0.00230, curr_depth 1, samples 51 ->(18,33)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.38, gain 0.00182, curr_depth 2, samples 18 ->(6,12)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.29, gain 0.00103, curr_depth 3, samples 6 ->(3,3)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.22, gain 0.00065, curr_depth 4, samples 3 ->(1,2)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.28, gain 0.00037, curr_depth 5, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.33, gain 0.00035, curr_depth 4, samples 3 ->(1,2)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.35, gain 0.00022, curr_depth 5, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.41, gain 0.00081, curr_depth 3, samples 12 ->(1,11)
[10:03:10] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.11, gain 0.00079, curr_depth 4, samples 11 ->(6,5)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.43, gain 0.00037, curr_depth 5, samples 6 ->(1,5)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (5)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.46, gain 0.00041, curr_depth 5, samples 5 ->(3,2)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (3)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.21, gain 0.00058, curr_depth 2, samples 33 ->(27,6)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.15, gain 0.00056, curr_depth 3, samples 27 ->(24,3)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.14, gain 0.00055, curr_depth 4, samples 24 ->(17,7)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 5, val 0.43, gain 0.00030, curr_depth 5, samples 17 ->(15,2)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (15)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.45, gain 0.00027, curr_depth 5, samples 7 ->(4,3)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (4)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (3)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 0, val 3.00, gain 0.00003, curr_depth 4, samples 3 ->(1,2)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.57, gain 0.00001, curr_depth 5, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.25, gain 0.00004, curr_depth 3, samples 6 ->(5,1)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.55, gain 0.00001, curr_depth 4, samples 5 ->(1,4)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.57, gain 0.00001, curr_depth 5, samples 4 ->(1,3)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (3)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 7, val 0.49, gain 0.00025, curr_depth 1, samples 15 ->(9,6)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.62, gain 0.00001, curr_depth 2, samples 9 ->(7,2)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.25, gain 0.00002, curr_depth 3, samples 7 ->(3,4)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.15, gain 0.00001, curr_depth 4, samples 3 ->(1,2)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.60, gain 0.00001, curr_depth 5, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.62, gain 0.00002, curr_depth 4, samples 4 ->(3,1)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 0, val 1.00, gain 0.00001, curr_depth 5, samples 3 ->(2,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 0, val 1.00, gain 0.00002, curr_depth 3, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 7, val 0.53, gain 0.00033, curr_depth 2, samples 6 ->(4,2)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 0, val 2.00, gain 0.00033, curr_depth 3, samples 4 ->(2,2)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.69, gain 0.00021, curr_depth 4, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.69, gain 0.00010, curr_depth 4, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 0, val 2.00, gain 0.00000, curr_depth 3, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:10] [debug] [            train] [1mTree 28[0m: receives pb 0.10 and will train on 66 instances
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.35, gain 0.00239, curr_depth 0, samples 66 ->(32,34)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.04, gain 0.00270, curr_depth 1, samples 32 ->(8,24)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.25, gain 0.00172, curr_depth 2, samples 8 ->(3,5)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.21, gain 0.00095, curr_depth 3, samples 3 ->(2,1)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.19, gain 0.00065, curr_depth 4, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.03, gain 0.00074, curr_depth 3, samples 5 ->(2,3)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.29, gain 0.00037, curr_depth 4, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.34, gain 0.00035, curr_depth 4, samples 3 ->(1,2)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.34, gain 0.00022, curr_depth 5, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.31, gain 0.00104, curr_depth 2, samples 24 ->(10,14)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.12, gain 0.00059, curr_depth 3, samples 10 ->(9,1)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.09, gain 0.00057, curr_depth 4, samples 9 ->(2,7)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.35, gain 0.00008, curr_depth 5, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 3, val 0.09, gain 0.00048, curr_depth 5, samples 7 ->(2,5)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (5)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.32, gain 0.00047, curr_depth 3, samples 14 ->(7,7)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 0, val 3.00, gain 0.00016, curr_depth 4, samples 7 ->(6,1)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.40, gain 0.00014, curr_depth 5, samples 6 ->(1,5)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (5)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.45, gain 0.00031, curr_depth 4, samples 7 ->(3,4)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.41, gain 0.00018, curr_depth 5, samples 3 ->(1,2)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.46, gain 0.00013, curr_depth 5, samples 4 ->(3,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (3)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 4, val 1.51, gain 0.00039, curr_depth 1, samples 34 ->(25,9)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 7, val 0.34, gain 0.00007, curr_depth 2, samples 25 ->(17,8)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.48, gain 0.00006, curr_depth 3, samples 17 ->(2,15)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 0, val 3.00, gain 0.00002, curr_depth 4, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.49, gain 0.00007, curr_depth 4, samples 15 ->(2,13)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.37, gain 0.00004, curr_depth 5, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 5, val 0.46, gain 0.00004, curr_depth 5, samples 13 ->(4,9)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (4)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (9)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.30, gain 0.00006, curr_depth 3, samples 8 ->(6,2)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.66, gain 0.00006, curr_depth 4, samples 6 ->(4,2)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.50, gain 0.00002, curr_depth 5, samples 4 ->(1,3)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (3)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.67, gain 0.00004, curr_depth 5, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 0, val 2.00, gain 0.00001, curr_depth 4, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 4, val 1.68, gain 0.00042, curr_depth 2, samples 9 ->(4,5)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.68, gain 0.00033, curr_depth 3, samples 4 ->(2,2)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 0, val 1.00, gain 0.00021, curr_depth 4, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.68, gain 0.00012, curr_depth 4, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.70, gain 0.00011, curr_depth 3, samples 5 ->(1,4)
[10:03:10] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.57, gain 0.00011, curr_depth 4, samples 4 ->(3,1)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 0, val 2.00, gain 0.00006, curr_depth 5, samples 3 ->(1,2)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [            train] [1mTree 29[0m: receives pb 0.10 and will train on 66 instances
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.32, gain 0.00080, curr_depth 0, samples 66 ->(4,62)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.28, gain 0.00082, curr_depth 1, samples 4 ->(3,1)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.24, gain 0.00075, curr_depth 2, samples 3 ->(1,2)
[10:03:10] [debug] [    make_tree_DFS] max_depth (3) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.25, gain 0.00054, curr_depth 3, samples 2 ->(1,1)
[10:03:10] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (2) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.41, gain 0.00021, curr_depth 1, samples 62 ->(7,55)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 0, val 1.00, gain 0.00014, curr_depth 2, samples 7 ->(1,6)
[10:03:10] [debug] [    make_tree_DFS] max_depth (3) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 0, val 3.00, gain 0.00009, curr_depth 3, samples 6 ->(5,1)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.38, gain 0.00010, curr_depth 4, samples 5 ->(1,4)
[10:03:10] [debug] [    make_tree_DFS] max_depth (5) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.51, gain 0.00009, curr_depth 5, samples 4 ->(1,3)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (1)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (3)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (4) or min_samples (1)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.62, gain 0.00014, curr_depth 2, samples 55 ->(36,19)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 6, val 0.17, gain 0.00005, curr_depth 3, samples 36 ->(14,22)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 7, val 0.25, gain 0.00006, curr_depth 4, samples 14 ->(9,5)
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 1, val 0.56, gain 0.00003, curr_depth 5, samples 9 ->(7,2)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (7)-> leaf
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (2)-> leaf
[10:03:10] [debug] [  find_best_split] Using 0.0083 budget for internal leaf nodes
[10:03:10] [debug] [    make_tree_DFS] DFS: best split @ 2, val 0.45, gain 0.00006, curr_depth 5, samples 5 ->(3,2)
[10:03:10] [debug] [    make_tree_DFS] max_depth (6) or min_samples (3)-> leaf
